biochemical.chemicalFormula	biochemical.clearance	biochemical.halfLife	biochemical.molecularWeight	biochemical.smiles	biochemical.state	biochemical.volumeOfDistribution	enzymes.PIds	enzymes.genes	enzymes.names	externalLinks	externalLinks.BindingDB	externalLinks.ChEBI	externalLinks.ChEMBL	externalLinks.ChemSpider	externalLinks.Drugs.com	externalLinks.Guide to Pharmacology	externalLinks.Human Metabolome Database	externalLinks.KEGG Compound	externalLinks.KEGG Drug	externalLinks.PDBe Ligand	externalLinks.PDRhealth	externalLinks.PharmGKB	externalLinks.PubChem Compound	externalLinks.PubChem Substance	externalLinks.RxList	externalLinks.RxNav	externalLinks.Therapeutic Targets Database	externalLinks.Wikipedia	externalLinks.ZINC	general.brandNames	general.genericName	general.groups	general.id	general.inChI	general.inChIKey	general.maxPhase	general.summary	general.toxicity	general.type	pathways.links	pathways.names	propertiesAdmet	propertiesAdmet.Ames test	propertiesAdmet.Biodegradation	propertiesAdmet.Blood Brain Barrier	propertiesAdmet.CYP450 1A2 substrate	propertiesAdmet.CYP450 2C19 inhibitor	propertiesAdmet.CYP450 2C9 inhibitor	propertiesAdmet.CYP450 2C9 substrate	propertiesAdmet.CYP450 2D6 inhibitor	propertiesAdmet.CYP450 2D6 substrate	propertiesAdmet.CYP450 3A4 inhibitor	propertiesAdmet.CYP450 3A4 substrate	propertiesAdmet.CYP450 inhibitory promiscuity	propertiesAdmet.Caco-2 permeable	propertiesAdmet.Carcinogenicity	propertiesAdmet.Human Intestinal Absorption	propertiesAdmet.P-glycoprotein inhibitor I	propertiesAdmet.P-glycoprotein inhibitor II	propertiesAdmet.P-glycoprotein substrate	propertiesAdmet.Rat acute toxicity	propertiesAdmet.Renal organic cation transporter	propertiesAdmet.hERG inhibition (predictor I)	propertiesAdmet.hERG inhibition (predictor II)	propertiesExperimental	propertiesExperimental.Caco2 permeability	propertiesExperimental.Radioactivity (mCi/mL)	propertiesExperimental.boiling point (°C)	propertiesExperimental.logP	propertiesExperimental.logS	propertiesExperimental.melting point (°C)	propertiesExperimental.pKa	propertiesExperimental.water solubility	propertiesPredicted.Bioavailability	propertiesPredicted.Ghose Filter	propertiesPredicted.Hydrogen Acceptor Count	propertiesPredicted.Hydrogen Donor Count	propertiesPredicted.MDDR-like Rule	propertiesPredicted.Number of Rings	propertiesPredicted.Physiological Charge	propertiesPredicted.Polar Surface Area	propertiesPredicted.Polarizability	propertiesPredicted.Refractivity	propertiesPredicted.Rotatable Bond Count	propertiesPredicted.Rule of Five	propertiesPredicted.Veber's Rule	propertiesPredicted.Water Solubility	propertiesPredicted.logP	propertiesPredicted.logS	propertiesPredicted.pKa (Strongest Acidic)	propertiesPredicted.pKa (Strongest Basic)	targets.PIds	targets.genes	targets.names
C53H84NO14P	Not Available	Not Available	990.222	CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)OC)CC[C@H]1OP(C)(C)=O	Solid	Not Available	P08684	CYP3A4	1. Cytochrome P450 3A4			79700	CHEMBL2103839	24597928				C15183										Deforolimus	ZINC000169677038		Ridaforolimus	Investigational	DB06233	InChI=1S/C53H84NO14P/c1-32-18-14-13-15-19-33(2)44(63-8)30-40-23-21-38(7)53(61,67-40)50(58)51(59)54-25-17-16-20-41(54)52(60)66-45(35(4)28-39-22-24-43(46(29-39)64-9)68-69(11,12)62)31-42(55)34(3)27-37(6)48(57)49(65-10)47(56)36(5)26-32/h13-15,18-19,27,32,34-36,38-41,43-46,48-49,57,61H,16-17,20-26,28-31H2,1-12H3/b15-13+,18-14+,33-19+,37-27+/t32-,34-,35-,36-,38-,39+,40+,41+,43-,44+,45+,46-,48-,49+,53-/m1/s1	BUROJSBIWGDYCN-GAUTUEMISA-N	3		Not Available	Small Molecule																																			0	No	12	2	Yes	4	0	201.5 Å2	107.25 Å3	267.98 m3·mol-1	8	No	No	0.000805 mg/mL	7.25	-6.1	9.96	-3	P42345	MTOR	1. Serine/threonine-protein kinase mTOR
C19H30O3	Not Available	Not Available	306.446	[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@H](O)C=C2C[C@@H](O)CC[C@]12C	Solid	Not Available								7993774															ZINC000033967857		HE-2200	Investigational	DB06257	InChI=1S/C19H30O3/c1-18-7-5-12(20)9-11(18)10-15(21)17-13-3-4-16(22)19(13,2)8-6-14(17)18/h10,12-17,20-22H,3-9H2,1-2H3/t12-,13-,14-,15-,16-,17-,18-,19-/m0/s1	OEVZKEVBDIDVOI-YSZCXEEOSA-N			Not Available	Small Molecule																																			1	Yes	3	3	No	4	0	60.69 Å2	35.67 Å3	86.92 m3·mol-1	0	Yes	No	0.223 mg/mL	1.65	-3.1	18.2	-0.55			
C26H42O4	Not Available	Not Available	418.6093	[H]\C(\C(\[H])=C1/CCC[C@@]2(C)[C@@]1([H])CC[C@]2([H])[C@]([H])(C)OCCC(C)(C)O)=C1/C[C@@]([H])(O)C[C@]([H])(O)C1=C	Solid	Not Available					50124417	31801	CHEMBL333950	4911262						MCZ									ZINC000004474617		Maxacalcitol	Investigational	DB06272	InChI=1S/C26H42O4/c1-17-20(15-21(27)16-24(17)28)9-8-19-7-6-12-26(5)22(10-11-23(19)26)18(2)30-14-13-25(3,4)29/h8-9,18,21-24,27-29H,1,6-7,10-16H2,2-5H3/b19-8+,20-9-/t18-,21+,22+,23-,24-,26+/m0/s1	DTXXSJZBSTYZKE-ZDQKKZTESA-N	3		Not Available	Small Molecule																																			1	No	4	3	Yes	3	0	69.92 Å2	50.09 Å3	123.83 m3·mol-1	6	Yes	No	0.015 mg/mL	2.79	-4.4	14.34	-2.7			
C56H87NO16	16.2 L/h (22%)	Temsirolimus exhibits a bi-exponential decline in whole blood concentrations and the mean half-lives of temsirolimus and sirolimus were 17.3 hr and 54.6 hr, respectively.	1030.2871	OCC(C)(CO)C(=O)O[C@@H]1CC[C@@H](C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@@H](OC)C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)C[C@H]1OC	Solid	172 L in whole blood of cancer patients; both temsirolimus and sirolimus are extensive distributed partitioned into formed blood elements	P10635;!P08684;!P20815;!P24462	CYP2D6;!CYP3A4;!CYP3A5;!CYP3A7	1. Cytochrome P450 2D6;!2. Cytochrome P450 3A4;!3. Cytochrome P450 3A5;!4. Cytochrome P450 3A7		50343413	79699	CHEMBL1201182	21468899	Drugs.com Drug Page		HMDB0015632	C15182	D06068	A4I		PA164746890	23724530	99443243	RxList Drug Page	657797	DAP001222	Temsirolimus		Torisel	Temsirolimus	Approved	DB06287	InChI=1S/C56H87NO16/c1-33-17-13-12-14-18-34(2)45(68-9)29-41-22-20-39(7)56(67,73-41)51(63)52(64)57-24-16-15-19-42(57)53(65)71-46(30-43(60)35(3)26-38(6)49(62)50(70-11)48(61)37(5)25-33)36(4)27-40-21-23-44(47(28-40)69-10)72-54(66)55(8,31-58)32-59/h12-14,17-18,26,33,35-37,39-42,44-47,49-50,58-59,62,67H,15-16,19-25,27-32H2,1-11H3/b14-12+,17-13+,34-18+,38-26+/t33-,35-,36-,37-,39-,40+,41+,42+,44-,45+,46+,47-,49-,50+,56-/m1/s1	CBPNZQVSJQDFBE-FUXHJELOSA-N	4	Temsirolimus is a antineoplastic agent used in the treatment of renal cell carcinoma (RCC) that works by inhibiting mTOR.	Temsirolimus has been administered to patients with cancer in phase 1 and 2 trials with repeated intravenous doses as high as 220 mg/m2. The risk of several serious adverse events, including thrombosis, bowel perforation, interstitial lung disease (ILD), seizure, and psychosis, is increased with doses of temsirolimus greater than 25 mg.	Small Molecule				Non AMES toxic	Not ready biodegradable	-	Non-inhibitor	Non-inhibitor	Non-inhibitor	Non-substrate	Non-inhibitor	Non-substrate	Non-inhibitor	Substrate	Low CYP Inhibitory Promiscuity	-	Non-carcinogens	-	Inhibitor	Inhibitor	Substrate	2.8760 LD50, mol/kg	Non-inhibitor	Weak inhibitor	Non-inhibitor										0	No	14	4	Yes	4	0	241.96 Å2	112.7 Å3	277.07 m3·mol-1	11	No	No	0.00235 mg/mL	7.13	-5.6	9.96	-2.9			
C42H59N3O10	Cethromycin clearance in patients receiving a once-daily oral dose of 300 mg is reported to be approximately 63 L/h.2	Cethromycin given in five oral doses of 150 or 300 mg has a plasma half-life of 4.85 ± 1.10 and 4.94 ± 0.66 hrs, respectively.2 A single oral dose of 150 mg produced a measured half-life of 5.66 ± 0.77 hrs.7	765.945	[H]C(CO[C@]1(C)C[C@@H](C)C(=O)[C@H](C)[C@H]2NC(=O)O[C@]2(C)[C@@H](CC)OC(=O)[C@H](C)C(=O)[C@H](C)[C@H]1O[C@@H]1O[C@H](C)C[C@@H]([C@H]1O)N(C)C)=C([H])C1=CC2=C(C=CC=C2)N=C1	Solid	Cethromycin given in five 150 mg oral doses had an apparent volume of distribution at the terminal elimination phase of 1433 ± 843 L, and an apparent steady-state volume of distribution of 1453 ± 997 L. The corresponding values for a 300 mg dose was 761 ± 293 L and 769 ± 272 L.2 Cethromycin is known to accumulate in the epithelial lining fluid and alveolar cells,2 as well as within polymorphonuclear leukocytes.6	P08684;!P20815	CYP3A4;!CYP3A5	1. Cytochrome P450 3A4;!2. Cytochrome P450 3A5			29506	CHEMBL3989904	34991522				C12020	D02391				447451	310264871				Cethromycin			Cethromycin	Investigational	DB06419	InChI=1S/C42H59N3O10/c1-11-32-42(8)36(44-40(50)55-42)25(4)33(46)23(2)21-41(7,51-18-14-15-28-20-29-16-12-13-17-30(29)43-22-28)37(26(5)34(47)27(6)38(49)53-32)54-39-35(48)31(45(9)10)19-24(3)52-39/h12-17,20,22-27,31-32,35-37,39,48H,11,18-19,21H2,1-10H3,(H,44,50)/t23-,24-,25+,26+,27-,31+,32-,35-,36-,37-,39+,41-,42-/m1/s1	PENDGIOBPJLVBT-AMXFZXBBSA-N	3	Cethromycin is a ketolide antibiotic with broad-spectrum activity against Gram-positive, Gram-negative, and atypical bacteria that may be useful for treating several conditions including community-acquired pneumonia, inhalation anthrax, plague, and tularemia.	Toxicity information regarding cethromycin is not readily available. Patients experiencing an overdose are at an increased risk of severe adverse effects such as diarrhea, nausea, vomiting, abdominal pain, and headaches. Symptomatic and supportive measures are recommended.13,1	Small Molecule																																			0	No	10	2	Yes	5	1	162.82 Å2	84.61 Å3	204.58 m3·mol-1	8	No	No	0.00489 mg/mL	5.75	-5.2	9.22	8.61	BSEQ0052173		1. 23S ribosomal RNA
C47H74O15	Not Available	Not Available	879.094	[H][C@@]12CC=C3C[C@H](CC[C@]3(C)[C@@]1([H])C[C@@H](OC(=O)C(\C)=C\C)[C@]1(C)[C@H](CC[C@]21O)C(C)=O)O[C@H]1C[C@H](OC)[C@H](O[C@H]2C[C@H](OC)[C@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](OC)[C@H]3O)[C@@H](C)O2)[C@@H](C)O1	Solid	Not Available								8138385														P57	ZINC000255201631		P-57AS3	Investigational	DB06569	InChI=1S/C47H74O15/c1-12-23(2)43(51)60-35-20-32-31(47(52)18-16-30(24(3)48)46(35,47)8)14-13-28-19-29(15-17-45(28,32)7)59-36-21-33(53-9)40(26(5)56-36)61-37-22-34(54-10)41(27(6)57-37)62-44-39(50)42(55-11)38(49)25(4)58-44/h12-13,25-27,29-42,44,49-50,52H,14-22H2,1-11H3/b23-12+/t25-,26-,27-,29+,30-,31-,32+,33+,34+,35-,36+,37+,38-,39-,40-,41-,42+,44+,45+,46+,47+/m1/s1	CBMQKMMZBOSHHP-VXXSQTRDSA-N			Not Available	Small Molecule																																			0	No	14	3	Yes	7	0	187.13 Å2	97.44 Å3	224.39 m3·mol-1	13	No	No	0.00769 mg/mL	5.04	-5.1	12.29	-3.2			
C36H56O6	Not Available	56.3 to 69.5 hours	584.8262	[H][C@]12[C@@H](CC[C@@]1(CC[C@]1(C)[C@]2([H])CC[C@]2([H])[C@@]3(C)CC[C@H](OC(=O)CC(C)(C)C(O)=O)C(C)(C)[C@]3([H])CC[C@@]12C)C(O)=O)C(C)=C	Solid	Not Available					50050955	65484	CHEMBL404519	403003									457928	175427073				Bevirimat	ZINC000003936686		Bevirimat	Investigational	DB06581	InChI=1S/C36H56O6/c1-21(2)22-12-17-36(30(40)41)19-18-34(8)23(28(22)36)10-11-25-33(7)15-14-26(42-27(37)20-31(3,4)29(38)39)32(5,6)24(33)13-16-35(25,34)9/h22-26,28H,1,10-20H2,2-9H3,(H,38,39)(H,40,41)/t22-,23+,24-,25+,26-,28+,33-,34+,35+,36-/m0/s1	YJEJKUQEXFSVCJ-WRFMNRASSA-N	2		Not Available	Small Molecule				Non AMES toxic	Not ready biodegradable	+	Non-inhibitor	Non-inhibitor	Non-inhibitor	Non-substrate	Non-inhibitor	Non-substrate	Non-inhibitor	Substrate	Low CYP Inhibitory Promiscuity	+	Non-carcinogens	+	Inhibitor	Inhibitor	Substrate	3.5488 LD50, mol/kg	Non-inhibitor	Weak inhibitor	Non-inhibitor										0	No	5	2	Yes	5	-2	100.9 Å2	67.97 Å3	161.75 m3·mol-1	7	No	No	0.000135 mg/mL	8	-6.6	4.16	-7.1	P04585	gag-pol	1. Gag-Pol polyprotein
C40H69NO12	Not Available	Not Available	755.987	CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C(C)C)[C@@]2(C)CC(C)=C(O2)[C@H](C)C(=O)[C@]1(C)OC	Solid	Not Available	P08684	CYP3A4	1. Cytochrome P450 3A4		85390		CHEMBL2110756	5293473														Mitemcinal	ZINC000085537008		Mitemcinal	Investigational	DB06587	InChI=1S/C40H69NO12/c1-16-28-40(12,47-15)33(43)23(6)31-21(4)18-39(11,53-31)35(52-37-30(42)27(17-22(5)48-37)41(13)20(2)3)24(7)32(25(8)36(45)50-28)51-29-19-38(10,46-14)34(44)26(9)49-29/h20,22-30,32,34-35,37,42,44H,16-19H2,1-15H3/t22-,23+,24+,25-,26+,27+,28-,29+,30-,32+,34+,35-,37+,38-,39-,40-/m1/s1	BELMMAAWNYFCGF-PZXAHSFZSA-N	2		Not Available	Small Molecule																																			0	No	12	2	Yes	4	1	151.68 Å2	83.09 Å3	197.85 m3·mol-1	9	No	No	0.038 mg/mL	4.9	-4.3	12.63	9.63	O43193	MLNR	1. Motilin receptor
C23H34O5	Not Available	Not Available	390.52	[H][C@]12[C@H](CCC=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC	Solid	Not Available	P23141	CES1	1. Liver carboxylesterase 1		50011036	34848	CHEMBL54440	58262				C13963		2UO			64715	99443247				Mevastatin	ZINC000003833876		Mevastatin	Experimental	DB06693	InChI=1S/C23H34O5/c1-4-14(2)23(26)28-20-7-5-6-16-9-8-15(3)19(22(16)20)11-10-18-12-17(24)13-21(25)27-18/h6,8-9,14-15,17-20,22,24H,4-5,7,10-13H2,1-3H3/t14-,15-,17+,18+,19-,20-,22-/m0/s1	AJLFOPYRIVGYMJ-INTXDZFKSA-N			Side effects include those of other statins, such as myalgias, abdominal pain, nausea. It also has a higher chance of giving more severe side effects related to myotoxicity (myopathy, myositis, rhabdomyolysis), and hepatotoxicity, than other statins. Due to these major side effects and their enhanced rate of occurance, Mevastatin is not given therapeutically.	Small Molecule				Non AMES toxic	Not ready biodegradable	+	Non-inhibitor	Non-inhibitor	Non-inhibitor	Non-substrate	Non-inhibitor	Non-substrate	Inhibitor	Substrate	Low CYP Inhibitory Promiscuity	-	Non-carcinogens	+	Non-inhibitor	Inhibitor	Substrate	2.6058 LD50, mol/kg	Non-inhibitor	Weak inhibitor	Non-inhibitor					3.95		152 °C			1	Yes	3	1	Yes	3	0	72.83 Å2	43.57 Å3	108.63 m3·mol-1	7	Yes	No	0.0321 mg/mL	3.62	-4.1	14.91	-2.8	P04035	HMGCR	1. 3-hydroxy-3-methylglutaryl-coenzyme A reductase
C21H26O2	Not Available	16 to 18 hrs.	310.4299	CC[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1C=C[C@@]2(O)C#C	Solid	Not Available	P08684;!P33261;!P20815;!P24462	CYP3A4;!CYP2C19;!CYP3A5;!CYP3A7	1. Cytochrome P450 3A4;!2. Cytochrome P450 2C19;!3. Cytochrome P450 3A5;!4. Cytochrome P450 3A7			135323	CHEMBL1213583	2298532			HMDB0015668					PA165958397	3033968	99443276		25734		Gestodene	ZINC000238809420		Gestodene	Investigational	DB06730	InChI=1S/C21H26O2/c1-3-20-11-9-17-16-8-6-15(22)13-14(16)5-7-18(17)19(20)10-12-21(20,23)4-2/h2,10,12-13,16-19,23H,3,5-9,11H2,1H3/t16-,17+,18+,19-,20-,21-/m0/s1	SIGSPDASOTUPFS-XUDSTZEESA-N	4		Not Available	Small Molecule				Non AMES toxic	Not ready biodegradable	+	Non-inhibitor	Inhibitor	Non-inhibitor	Non-substrate	Non-inhibitor	Non-substrate	Non-inhibitor	Substrate	High CYP Inhibitory Promiscuity	+	Non-carcinogens	+	Non-inhibitor	Non-inhibitor	Substrate	1.7480 LD50, mol/kg	Non-inhibitor	Weak inhibitor	Non-inhibitor							197.9 °C			1	Yes	2	1	No	4	0	37.3 Å2	35.96 Å3	92.99 m3·mol-1	1	Yes	Yes	0.00581 mg/mL	3.46	-4.7	17.08	-1.9	P06401	PGR	1. Progesterone receptor
C35H58O9	Not Available	Not Available	622.84	CO[C@H]1\C=C\C=C(C)\C[C@H](C)[C@H](O)[C@H](C)\C=C(/C)\C=C(OC)\C(=O)O[C@@H]1[C@@H](C)[C@@H](O)[C@H](C)[C@@]1(O)C[C@@H](O)[C@H](C)[C@H](O1)C(C)C	Solid	Not Available					50064186	22689	CHEMBL290814	4642865									6436223	347827783				Bafilomycin	ZINC000169647947		Bafilomycin A1	Experimental	DB06733	InChI=1S/C35H58O9/c1-19(2)32-24(7)27(36)18-35(40,44-32)26(9)31(38)25(8)33-28(41-10)14-12-13-20(3)15-22(5)30(37)23(6)16-21(4)17-29(42-11)34(39)43-33/h12-14,16-17,19,22-28,30-33,36-38,40H,15,18H2,1-11H3/b14-12+,20-13+,21-16+,29-17-/t22-,23+,24-,25-,26-,27+,28-,30-,31+,32+,33+,35+/m0/s1	XDHNQDDQEHDUTM-JQWOJBOSSA-N			Not Available	Small Molecule																																			0	No	8	4	No	2	0	134.91 Å2	69.33 Å3	174.53 m3·mol-1	7	No	No	0.0155 mg/mL	5.08	-4.6	11.69	-0.73	P38606	ATP6V1A	1. V-type proton ATPase catalytic subunit A
C44H65NO13	Not Available	Not Available	815.998	CO[C@H]1\C=C/C=C(C)\C[C@H](C)[C@H](O)[C@H](C)\C=C(\C)/C=C(OC)\C(=O)OC1[C@@H](C)[C@@H](O)[C@H](C)[C@@]1(O)C[C@@H](OC(=O)\C=C\C(=O)NC2=C(O)CCC2=O)[C@H](C)[C@H](O1)C(C)C	Solid	Not Available								21249786										347910364							Bafilomycin B1	Experimental	DB06734	InChI=1S/C44H65NO13/c1-23(2)41-28(7)35(56-37(49)18-17-36(48)45-38-31(46)15-16-32(38)47)22-44(53,58-41)30(9)40(51)29(8)42-33(54-10)14-12-13-24(3)19-26(5)39(50)27(6)20-25(4)21-34(55-11)43(52)57-42/h12-14,17-18,20-21,23,26-30,33,35,39-42,46,50-51,53H,15-16,19,22H2,1-11H3,(H,45,48)/b14-12-,18-17+,24-13-,25-20-,34-21+/t26-,27+,28-,29-,30-,33-,35+,39-,40+,41+,42?,44+/m0/s1	KFUFLYSBMNNJTF-MZYUNMTESA-N			Not Available	Small Molecule																																			0	No	11	5	Yes	3	-1	207.38 Å2	87.47 Å3	222.85 m3·mol-1	12	No	No	0.00584 mg/mL	5.04	-5.2	4.93	-0.73	P38606	ATP6V1A	1. V-type proton ATPase catalytic subunit A
C16H24O4	Not Available	Not Available	280.3594	[H][C@]1(O)C[C@@]2([H])\C=C\CCC[C@]([H])(C)OC(=O)\C=C\[C@@]([H])(O)[C@]2([H])C1	Solid	Not Available	P08684	CYP3A4	1. Cytochrome P450 3A4		97307	48080	CHEMBL19980	4449949						AFB			5287620	99443819				Brefeldin_A	ZINC000012371944		Brefeldin A	Experimental	DB07348	InChI=1S/C16H24O4/c1-11-5-3-2-4-6-12-9-13(17)10-14(12)15(18)7-8-16(19)20-11/h4,6-8,11-15,17-18H,2-3,5,9-10H2,1H3/b6-4+,8-7+/t11-,12+,13-,14+,15+/m0/s1	KQNZDYYTLMIZCT-KQPMLPITSA-N			Not Available	Small Molecule				Non AMES toxic	Ready biodegradable	+	Inhibitor	Non-inhibitor	Non-inhibitor	Non-substrate	Non-inhibitor	Non-substrate	Non-inhibitor	Substrate	Low CYP Inhibitory Promiscuity	+	Non-carcinogens	+	Non-inhibitor	Non-inhibitor	Substrate	2.1006 LD50, mol/kg	Non-inhibitor	Weak inhibitor	Non-inhibitor										1	Yes	3	2	No	2	0	66.76 Å2	31.04 Å3	78.75 m3·mol-1	0	Yes	No	0.812 mg/mL	2.01	-2.5	14.42	-2.7	Q99418;!P84077	CYTH2;!ARF1	1. Cytohesin-2;!2. ADP-ribosylation factor 1
C17H28O4	Not Available	Not Available	296.4018	[H][C@@]1(C)C[C@]([H])(C)[C@]([H])(O)[C@@]([H])(C)C(=O)O[C@]([H])(CC)[C@]([H])(C)\C=C\C1=O	Solid	Not Available						29461		4445261				C11993		E4H			5282031	99444174							(3R,4S,5S,7R,9E,11R,12R)-12-ETHYL-4-HYDROXY-3,5,7,11-TETRAMETHYLOXACYCLODODEC-9-ENE-2,8-DIONE	Experimental	DB07703	InChI=1S/C17H28O4/c1-6-15-10(2)7-8-14(18)11(3)9-12(4)16(19)13(5)17(20)21-15/h7-8,10-13,15-16,19H,6,9H2,1-5H3/b8-7+/t10-,11-,12+,13-,15-,16+/m1/s1	NZUJVBSYQXETNF-PQWITYJESA-N			Not Available	Small Molecule				Non AMES toxic	Not ready biodegradable	+	Non-inhibitor	Non-inhibitor	Non-inhibitor	Non-substrate	Non-inhibitor	Non-substrate	Non-inhibitor	Non-substrate	Low CYP Inhibitory Promiscuity	+	Non-carcinogens	+	Non-inhibitor	Non-inhibitor	Non-substrate	2.5797 LD50, mol/kg	Non-inhibitor	Weak inhibitor	Non-inhibitor										1	Yes	3	1	No	1	0	63.6 Å2	33.24 Å3	82.8 m3·mol-1	1	Yes	No	0.245 mg/mL	3.6	-3.1	14.45	-3	Q9ZGI2	pikAIV	1. Type I polyketide synthase PikAIV
C22H28O5	Not Available	Not Available	372.4547	[H][C@@]12CC[C@H](OC(=O)CCC(O)=O)[C@@]1(C)CC[C@]1([H])C3=CC=C(O)C=C3CC[C@@]21[H]	Solid	Not Available							CHEMBL1233274	59813						HE7			66440	99444362				Estradiol_hemisuccinate	ZINC000004026838		Estradiol hemisuccinate	Experimental	DB07891	InChI=1S/C22H28O5/c1-22-11-10-16-15-5-3-14(23)12-13(15)2-4-17(16)18(22)6-7-19(22)27-21(26)9-8-20(24)25/h3,5,12,16-19,23H,2,4,6-11H2,1H3,(H,24,25)/t16-,17-,18+,19+,22+/m1/s1	YJPIDPAGJSWWBE-FNIAAEIWSA-N			Not Available	Small Molecule				Non AMES toxic	Not ready biodegradable	+	Non-inhibitor	Non-inhibitor	Non-inhibitor	Non-substrate	Non-inhibitor	Non-substrate	Non-inhibitor	Substrate	Low CYP Inhibitory Promiscuity	-	Non-carcinogens	+	Non-inhibitor	Non-inhibitor	Substrate	2.3962 LD50, mol/kg	Non-inhibitor	Weak inhibitor	Non-inhibitor										1	Yes	4	2	No	4	-1	83.83 Å2	41.88 Å3	99.95 m3·mol-1	5	Yes	No	0.0048 mg/mL	4.01	-4.9	4.31	-5.4			
C20H29NO5S	Not Available	Not Available	395.513	[H][C@]1(CSC(=O)N1)[C@@]1(O)C[C@H]2C[C@@H](CC[C@H](C)\C=C/CC\C(C)=C/C(=O)O2)O1	Solid	Not Available						49703	CHEMBL411879	10192733						LAB			6436219	99444551				Latrunculin	ZINC000005751767		Latrunculin B	Experimental	DB08080	InChI=1S/C20H29NO5S/c1-13-5-3-4-6-14(2)9-18(22)25-16-10-15(8-7-13)26-20(24,11-16)17-12-27-19(23)21-17/h3,5,9,13,15-17,24H,4,6-8,10-12H2,1-2H3,(H,21,23)/b5-3-,14-9-/t13-,15-,16-,17+,20-/m1/s1	NSHPHXHGRHSMIK-JRIKCGFMSA-N			Not Available	Small Molecule				Non AMES toxic	Not ready biodegradable	-	Non-inhibitor	Non-inhibitor	Non-inhibitor	Non-substrate	Non-inhibitor	Non-substrate	Non-inhibitor	Substrate	Low CYP Inhibitory Promiscuity	-	Non-carcinogens	+	Non-inhibitor	Non-inhibitor	Substrate	2.7374 LD50, mol/kg	Non-inhibitor	Weak inhibitor	Non-inhibitor										1	Yes	4	2	No	3	0	84.86 Å2	42.08 Å3	105.64 m3·mol-1	1	Yes	No	0.0713 mg/mL	3.79	-3.7	11.36	-4.4	P68133;!Q969V6;!Q8WWL2	ACTA1;!MKL1;!SPIRE2	1. Actin, alpha skeletal muscle;!2. MKL/myocardin-like protein 1;!3. Protein spire homolog 2
C17H27NO4	Not Available	Not Available	309.4006	[H][C@](CC)(C=O)[C@@]1([H])NC(C(O)=O)=C2[C@@]1([H])CCC[C@@]2([H])OCCCC	Solid	Not Available								25058525						LK5			46937124	99444580					ZINC000100036343		(1S,4R,7AR)-4-BUTOXY-1-[(1R)-1-FORMYLPROPYL]-2,4,5,6,7,7A-HEXAHYDRO-1H-ISOINDOLE-3-CARBOXYLIC ACID	Experimental	DB08109	InChI=1S/C17H27NO4/c1-3-5-9-22-13-8-6-7-12-14(13)16(17(20)21)18-15(12)11(4-2)10-19/h10-13,15,18H,3-9H2,1-2H3,(H,20,21)/t11-,12+,13+,15+/m0/s1	WRBRCIHZCYLBFW-KYEXWDHISA-N			Not Available	Small Molecule				Non AMES toxic	Not ready biodegradable	-	Non-inhibitor	Non-inhibitor	Non-inhibitor	Non-substrate	Non-inhibitor	Non-substrate	Non-inhibitor	Substrate	Low CYP Inhibitory Promiscuity	-	Non-carcinogens	+	Non-inhibitor	Non-inhibitor	Substrate	2.4426 LD50, mol/kg	Non-inhibitor	Weak inhibitor	Non-inhibitor										1	Yes	5	2	No	2	0	75.63 Å2	34.63 Å3	84.63 m3·mol-1	8	Yes	No	0.206 mg/mL	2.1	-3.2	5.77	1.81	P05364	ampC	1. Beta-lactamase
